2026-06-18 14:05:21.138693,10.0.0.2,new_connection,8,512,YES
2026-06-18 14:05:21.543500,10.0.0.2,new_connection,9,512,YES
2026-06-18 14:05:21.948454,10.0.0.2,new_connection,10,512,YES
2026-06-18 14:05:22.354943,10.0.0.2,new_connection,1,1024,YES
2026-06-18 14:05:22.759978,10.0.0.2,new_connection,2,1024,YES
2026-06-18 14:05:23.165019,10.0.0.2,new_connection,3,1024,YES
2026-06-18 14:05:23.570130,10.0.0.2,new_connection,4,1024,YES
2026-06-18 14:05:23.974975,10.0.0.2,new_connection,5,1024,YES
2026-06-18 14:05:24.380407,10.0.0.2,new_connection,6,1024,YES
2026-06-18 14:05:24.786708,10.0.0.2,new_connection,7,1024,YES
2026-06-18 14:05:25.191568,10.0.0.2,new_connection,8,1024,YES
2026-06-18 14:05:25.596673,10.0.0.2,new_connection,9,1024,YES
2026-06-18 14:05:26.002069,10.0.0.2,new_connection,10,1024,YES
2026-06-18 15:08:27.522999,10.0.0.2,persistent,1,128,YES
2026-06-18 15:08:27.725572,10.0.0.2,persistent,2,128,YES
2026-06-18 15:08:27.928840,10.0.0.2,persistent,3,128,YES
2026-06-18 15:08:28.131967,10.0.0.2,persistent,4,128,YES
2026-06-18 15:08:28.335138,10.0.0.2,persistent,5,128,YES
2026-06-18 15:08:28.538520,10.0.0.2,persistent,6,128,YES
2026-06-18 15:08:28.739309,10.0.0.2,persistent,7,128,YES
2026-06-18 15:08:28.942801,10.0.0.2,persistent,8,128,YES
2026-06-18 15:08:29.144711,10.0.0.2,persistent,9,128,YES
2026-06-18 15:08:29.348051,10.0.0.2,persistent,10,128,YES
2026-06-18 15:08:29.752348,10.0.0.2,persistent,1,512,YES
2026-06-18 15:08:29.954529,10.0.0.2,persistent,2,512,YES
2026-06-18 15:08:30.157244,10.0.0.2,persistent,3,512,YES
2026-06-18 15:08:30.359231,10.0.0.2,persistent,4,512,YES
2026-06-18 15:08:30.561961,10.0.0.2,persistent,5,512,YES
2026-06-18 15:08:30.763358,10.0.0.2,persistent,6,512,YES
2026-06-18 15:08:30.966562,10.0.0.2,persistent,7,512,YES
2026-06-18 15:08:31.169359,10.0.0.2,persistent,8,512,YES
2026-06-18 15:08:31.371044,10.0.0.2,persistent,9,512,YES
2026-06-18 15:08:31.574278,10.0.0.2,persistent,10,512,YES
2026-06-18 15:08:31.980249,10.0.0.2,persistent,1,1024,YES
2026-06-18 15:08:32.182410,10.0.0.2,persistent,2,1024,YES
2026-06-18 15:08:32.384104,10.0.0.2,persistent,3,1024,YES
2026-06-18 15:08:32.587111,10.0.0.2,persistent,4,1024,YES
2026-06-18 15:08:32.789698,10.0.0.2,persistent,5,1024,YES
2026-06-18 15:08:32.992693,10.0.0.2,persistent,6,1024,YES
2026-06-18 15:08:33.196249,10.0.0.2,persistent,7,1024,YES
2026-06-18 15:08:33.398482,10.0.0.2,persistent,8,1024,YES
2026-06-18 15:08:33.602334,10.0.0.2,persistent,9,1024,YES
2026-06-18 15:08:33.805219,10.0.0.2,persistent,10,1024,YES
2026-06-18 15:08:34.210721,10.0.0.2,new_connection,1,128,YES
2026-06-18 15:08:34.614048,10.0.0.2,new_connection,2,128,YES
2026-06-18 15:08:35.018441,10.0.0.2,new_connection,3,128,YES
2026-06-18 15:08:35.424166,10.0.0.2,new_connection,4,128,YES
2026-06-18 15:08:35.828835,10.0.0.2,new_connection,5,128,YES
2026-06-18 15:08:36.235133,10.0.0.2,new_connection,6,128,YES
2026-06-18 15:08:36.642501,10.0.0.2,new_connection,7,128,YES
2026-06-18 15:08:37.048508,10.0.0.2,new_connection,8,128,YES
2026-06-18 15:08:37.454538,10.0.0.2,new_connection,9,128,YES
2026-06-18 15:08:37.858527,10.0.0.2,new_connection,10,128,YES
2026-06-18 15:08:38.262880,10.0.0.2,new_connection,1,512,YES
2026-06-18 15:08:38.667672,10.0.0.2,new_connection,2,512,YES
2026-06-18 15:08:39.072654,10.0.0.2,new_connection,3,512,YES
2026-06-18 15:08:39.477605,10.0.0.2,new_connection,4,512,YES
2026-06-18 15:08:39.881705,10.0.0.2,new_connection,5,512,YES
2026-06-18 15:08:40.286261,10.0.0.2,new_connection,6,512,YES
2026-06-18 15:08:40.690387,10.0.0.2,new_connection,7,512,YES
2026-06-18 15:08:41.094867,10.0.0.2,new_connection,8,512,YES
2026-06-18 15:08:41.499958,10.0.0.2,new_connection,9,512,YES
2026-06-18 15:08:41.906371,10.0.0.2,new_connection,10,512,YES
2026-06-18 15:08:42.310668,10.0.0.2,new_connection,1,1024,YES
2026-06-18 15:08:42.714677,10.0.0.2,new_connection,2,1024,YES
2026-06-18 15:08:43.118578,10.0.0.2,new_connection,3,1024,YES
2026-06-18 15:08:43.523223,10.0.0.2,new_connection,4,1024,YES
2026-06-18 15:08:43.926595,10.0.0.2,new_connection,5,1024,YES
2026-06-18 15:08:44.331672,10.0.0.2,new_connection,6,1024,YES
2026-06-18 15:08:44.735567,10.0.0.2,new_connection,7,1024,YES
2026-06-18 15:08:45.138956,10.0.0.2,new_connection,8,1024,YES
2026-06-18 15:08:45.543431,10.0.0.2,new_connection,9,1024,YES
2026-06-18 15:08:45.947807,10.0.0.2,new_connection,10,1024,YES
2026-06-18 16:35:12.525625,10.0.0.2,persistent,1,128,YES
2026-06-18 16:35:12.728153,10.0.0.2,persistent,2,128,YES
2026-06-18 16:35:12.931638,10.0.0.2,persistent,3,128,YES
2026-06-18 16:35:13.133759,10.0.0.2,persistent,4,128,YES
2026-06-18 16:35:13.337306,10.0.0.2,persistent,5,128,YES
